,tweets,likes,time,politician_id,language,translated_tweets
833,Le scandale de la captation des données  aura finalement éveillé les consciences sur l’importance de la protection des données. Il faut maintenant passer rapidement de la parole aux actes en Suisse comme au sein de l’Union européenne !,4,2018-04-12 06:14:27+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)",The scandal of data capture will eventually have aroused awareness of the importance of data protection. Now we must move quickly from speech to action in Switzerland as well as in the European Union!
834,"Le développement d’un pôle digital au sein de la Genève internationale permettrait de consolider non seulement le pôle santé autour de l’OMS, mais aussi les pôles humanitaires, droits humains, désarmement, gouvernance internet et bien sûr SDG 2030! DFAE",2,2018-04-11 10:33:30+00:00,CarloSommaruga,"((0, 265, 'FRENCH', 'fr'),)","The development of a digital hub within the International Geneva would strengthen not only the health hub around WHO, but also the humanitarian hubs, human rights, disarmament, internet governance and of course SDG 2030!"
835,La proportion des jeunes s’intéressant à la politique baisse. Un enjeu pour la démocratie qui nécessite action  au niveau fédéral et cantonal et qui va au-delà de l’abaissement de la majorité civique à 16 ans.,2,2018-04-11 07:07:41+00:00,CarloSommaruga,"((0, 222, 'FRENCH', 'fr'),)","The proportion of young people interested in politics is falling, a challenge for democracy which requires action at the federal and cantonal level and which goes beyond the lowering of the civic majority to 16 years of age."
836,"Deux news qui justifient l’engagement pour une Suisse plus juste et plus solidaire En 2017, la population vivant dans la pauvreté est passée de 6% à 7,5% et la coopération au développement a fortement baissé de plus de 13%",10,2018-04-10 13:16:26+00:00,CarloSommaruga,"((0, 230, 'FRENCH', 'fr'),)","Two news stories justifying the commitment to a fairer and more supportive Switzerland In 2017, the population living in poverty rose from 6% to 7.5% and development cooperation fell sharply by more than 13%."
837,"Armes: Aujourd’hui et demain, grand débat en commission de politique de sécurité sur reprise de la directive européenne 2017/853 en droit suisse. Une occasion unique pour renforcer le cadre légal et réduire les armes en possession des individus.",0,2018-04-09 07:54:51+00:00,CarloSommaruga,"((0, 253, 'FRENCH', 'fr'),)","Weapons: Today and tomorrow, a major debate in the Committee on Security Policy on the adoption of the European Directive 2017/853 in Swiss law. A unique opportunity to strengthen the legal framework and reduce weapons in the possession of individuals."
838,La Genève internationale va bien. La politique en sa faveur peut être renforcée. Le groupe parlementaire Genève internationale que je préside à Berne y contribue par la sensibilisation permanente des parlementaires. DFAE,0,2018-04-07 10:25:27+00:00,CarloSommaruga,"((0, 226, 'FRENCH', 'fr'),)","The international Geneva is well and the policy in its favour can be strengthened. The Geneva international parliamentary group, which I chair in Bern, contributes to this by constantly raising the awareness of parliamentarians."
839,"En coalition avec le  les policiers, les psychiatres, les femmes protestantes et d’autres secteurs de la société civile veulent limiter l’accès aux armes à feu. Ils veulent une application plus stricte de la directive de l’ UE en Suisse.",1,2018-04-05 15:32:40+00:00,CarloSommaruga,"((0, 247, 'FRENCH', 'fr'),)","In coalition with the police, psychiatrists, Protestant women and other sectors of civil society, they want to limit access to firearms, and they want a stricter application of the EU directive in Switzerland."
840,"Des citoyens de toute la Suisse ont officiellement lancé le référendum et la collecte des 50’000 signatures contre la surveillance des assurés par GPS et drones. Cela te concerne aussi ! 
Tu peux signer ici!",5,2018-04-05 14:56:41+00:00,CarloSommaruga,"((0, 213, 'FRENCH', 'fr'),)","Citizens from all over Switzerland have officially launched the referendum and the collection of the 50,000 signatures against the surveillance of the insured by GPS and drones. This also concerns you! You can sign here!"
841,"Les Suisses de l'étranger étaient fin 2017 plus de 750 000, répartis dans près de 200 pays, principalement en Europe. La répartition par pays et selon l’âge illustre bien les motifs de migration.  CinquièmeSuisse",6,2018-04-05 13:45:24+00:00,CarloSommaruga,"((0, 221, 'FRENCH', 'fr'),)","The Swiss abroad were at the end of 2017 more than 750,000, distributed in nearly 200 countries, mainly in Europe. The distribution by country and age illustrates the reasons for migration."
842,"Vu que les USA soupçonnent tout le monde d’être un terroriste, il est temps de changer de destination !",0,2018-04-01 14:54:16+00:00,CarloSommaruga,"((0, 107, 'FRENCH', 'fr'),)","Since the US suspects everyone to be a terrorist, it's time to change destination!"
843,"Rejet d’un accord de libre échange avec le Mercosur, si droits sociaux, droits humains et protection de l’environnement pas garantis!  doit fixer des objectifs de haut niveau s’il veut une majorité au   !",1,2018-04-01 14:51:10+00:00,CarloSommaruga,"((0, 212, 'FRENCH', 'fr'),)","Rejection of a free trade agreement with Mercosur, if social rights, human rights and environmental protection not guaranteed! must set high-level targets if it wants a majority!"
844,"L’Europa a un futuro solo in una rifondazione sociale, solidale, protettrice dell’ambiente, ma sopratutto profondamente rispettosa dei diritti de l’uomo per ogni persona presente sul suo territorio o in arrivò alla frontiera esterna.",3,2018-04-01 10:03:03+00:00,CarloSommaruga,"((0, 240, 'ITALIAN', 'it'),)","Europe to a future only in a social refoundation, solidarity, protector of the environment, but above all deeply respectful of human rights for every person present on its territory or arrived at the external border."
845,Comment les pays européens peuvent s’acoquiner politiquement et économiquement avec un pays qui tire dans le dos de jeunes de la plus grande prison du monde comme on tire au pigeon ! Gaza Israel,6,2018-03-31 17:49:59+00:00,CarloSommaruga,"((0, 198, 'FRENCH', 'fr'),)",How European countries can co-operate politically and economically with a country that shoots young people in the back of the world's biggest prison like a pigeon! Gaza Israel
846,Aussi au Tessin les locataires se mobilisent et lancent une initiative sur les loyers: trop c’est trop !,5,2018-03-30 12:34:43+00:00,CarloSommaruga,"((0, 106, 'FRENCH', 'fr'),)",Also in Ticino tenants are mobilizing and launching an initiative on rents: too much is too much!
847,Le manège va se changer en maison de quartier. Bravo aux habitants du quartier pour leur engagement et persévérance!,3,2018-03-22 07:21:08+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",The ride will turn into a neighborhood house. Congratulations to the locals for their commitment and perseverance!
848,En France comme en Suisse les locataires trinquent ! Solidarité de  !,1,2018-03-22 07:11:49+00:00,CarloSommaruga,"((0, 70, 'FRENCH', 'fr'),)",In France as in Switzerland tenants drink! Solidarity of!
849,La gauche n’a pas de majorité au Grand Conseil.  Nous sommes obligés de lancer des initiatives pour favoriser la production de logements. Mais les milieux immobiliers attaquent toujours les initiatives devant la justice pour retarder le vote par le peuple. Navrant !,0,2018-03-21 13:21:47+00:00,CarloSommaruga,"((0, 270, 'FRENCH', 'fr'),)","The left does not have a majority in the Grand Council. We are obliged to launch initiatives to promote the production of housing, but the real estate community is still attacking initiatives in the courts to delay the vote by the people."
850,"Chère Madame, le président du Conseil d’Etat, un homme de droite, s’est scandalisé à juste titre du blocage de 4’500 nouveaux logements par le Grand Conseil. Or, ce sont les élus de droite au Grand Conseil qui bloquent les projets en commission !",0,2018-03-21 13:18:10+00:00,CarloSommaruga,"((0, 257, 'FRENCH', 'fr'),)","Dear Madam, the President of the Council of State, a right-wing man, has rightly outraged the blockage of 4,500 new housing units by the Grand Council. However, it is the right-wing elected representatives in the Grand Council who block the projects in committee!"
851,C’est justement ce que fait Anne Emery Torracinta en proposant au Conseil d’Etat de modifier les droits de la victime dans les enquêtes  administratives contre les agresseurs.,1,2018-03-20 21:17:13+00:00,CarloSommaruga,"((0, 180, 'FRENCH', 'fr'),)",This is precisely what Anne Emery Torracinta does by proposing to the Council of State to modify the rights of the victim in the administrative investigations against the aggressors.
852,"C’est pas exact. Au début il était demandé une enquête administrative. C’est juridiquement impossible. Lorsque la demande  a été renouvelée par lettre ouverte, Mme Emery Torracinta a proposé une enquête externe pour détecter les dysfonctionnements de l’époque jusqu’à 2017.",0,2018-03-20 18:25:08+00:00,CarloSommaruga,"((0, 293, 'FRENCH', 'fr'),)","This is not correct. At first it was requested an administrative investigation. It is legally impossible. When the application was renewed by open letter, Ms. Emery Torracinta proposed an external investigation to detect the malfunctions of the period until 2017."
853,Je relève que vous tweetez anonymement essentiellement contre   et  comme un vrai troll  ou,1,2018-03-20 15:42:53+00:00,CarloSommaruga,"((0, 92, 'FRENCH', 'fr'),)",I note that you tweet anonymously essentially against and as a real troll or
854,C’est la droite qui était aux manette du temps de Ramadan!,0,2018-03-20 15:39:25+00:00,CarloSommaruga,"((0, 61, 'FRENCH', 'fr'),)",This is the right hand who was in the hands of Ramadan's day!
855,"Derrière votre anonymat vous tentez de discréditer une magistrate honnête. Elle a dit et redit qu’elle a fait confiance da a le respect des procédures administratives. Quand il s’est avéré qu’il y avait doute, elle a immédiatement agi. Suspension de l’intéressée.",0,2018-03-20 15:32:45+00:00,CarloSommaruga,"((0, 280, 'FRENCH', 'fr'),)","Behind your anonymity you try to discredit an honest magistrate. She said and reiterated that she trusted in the respect of administrative procedures. When it turned out that there was doubt, she acted immediately. Suspension of the person concerned."
856,il vous aura échappé que les agissement de Tariq Ramadan et l’absence d’action se sont passés lorsque Mme Brunschwig Graf était à la tête du DIP et que pour toutes les affaires récentes Mme Emery Torracinta a réagi avec célérité pour ouvrir les procédures administratives!,2,2018-03-20 15:18:43+00:00,CarloSommaruga,"((0, 288, 'FRENCH', 'fr'),)",you will have escaped that the actions of Tariq Ramadan and the absence of action occurred when Mrs Brunschwig Graf was at the head of the DIP and that for all the recent cases Mrs Emery Torracinta has reacted quickly to open the administrative procedures!
857,"Sous l'impulsion du PS, la Commission de politique extérieure a adopté - chose exceptionnelle - une proposition de déclaration du Conseil national sur le...",4,2018-03-20 14:33:26+00:00,CarloSommaruga,"((0, 159, 'FRENCH', 'fr'),)","Under the leadership of the PS, the Foreign Policy Commission has adopted - an exceptional matter - a proposal for a declaration by the National Council on..."
858,Scandale en Belgique: Les F-16 pourraient être prolongés de six ans ! Et en Suisse combien de temps avant de ce qu'il apparaîtra que l'on peut prolonger les F/A 18 jusqu'en 2040 ?,0,2018-03-20 13:58:23+00:00,CarloSommaruga,"((0, 182, 'FRENCH', 'fr'),)",Scandal in Belgium: The F-16 could be extended by six years! And in Switzerland how long before it will appear that we can extend the F/A 18 until 2040?
859,"Carole-Anne Kast, présidente du PS: «La droite attaque Anne Emery-Torracinta pour prendre le DIP» via",0,2018-03-20 12:14:45+00:00,CarloSommaruga,"((0, 104, 'FRENCH', 'fr'),)","Carole-Anne Kast, President of the PS: ""The Right Attacks Anne Emery-Torracinta to Take the DIP"" via"
860,La défense des locataires se mobilise sur tout le territoire suisse. L'ASLOCA - Association suisse des locataires -  a recueilli 20'000 signatures pour sa pétition sur les loyers abusifs,1,2018-03-16 12:10:34+00:00,CarloSommaruga,"((0, 188, 'FRENCH', 'fr'),)","The defense of tenants is being mobilized throughout Switzerland. ASLOCA - Swiss Tenants Association - has collected 20,000 signatures for its petition on abusive rents"
861,Pétition contre les loyers abusifs déposée à Berne,1,2018-03-16 11:48:20+00:00,CarloSommaruga,"((0, 54, 'FRENCH', 'fr'),)",Petition against abusive rents filed in Bern
862,"Assez scandaleux, la droite du Conseil national impose aux Suisses de l‘étranger rentrant au pays un délai de carence de 10 ans de cotisations pour percevoir les prestations complémentaires à l‘AVS et à l‘AI. patrie discriminante !",6,2018-03-15 16:06:11+00:00,CarloSommaruga,"((0, 242, 'FRENCH', 'fr'),)","Quite scandalous, the right of the National Council imposes on returning Swiss nationals a waiting period of 10 years of contributions in order to receive supplementary benefits to the AVS and the AI. Discriminant homeland!"
863,Bonne route au Parlement fédéral à  secrétaire général de ASLOCA Suisse qui nous quitte pour assumer pleinement son mandat d’élu aussi dans la défense des locataires.,1,2018-03-13 16:24:33+00:00,CarloSommaruga,"((0, 176, 'FRENCH', 'fr'),)",Good road to the Federal Parliament to Secretary General of ASLOCA Switzerland who leaves us to fully assume his mandate also elected in the defence of tenants.
864,Le Conseil national statuera le 15 mars sur ma motion demandant la signature du traité. Demandez à vos élus fédéraux de soutenir la motion !,3,2018-03-13 15:13:07+00:00,CarloSommaruga,"((0, 145, 'FRENCH', 'fr'),)",The National Council will rule on March 15 on my motion to sign the treaty. Ask your federal elected officials to support the motion!
865,"Belle victoire de l'ASLOCA et des partis de gauche à Genève pour le bien des locataires!

A Genève, l'initiative...",0,2018-03-12 13:33:50+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","Nice victory of ASLOCA and left-wing parties in Geneva for the sake of the tenants! In Geneva, the initiative..."
866,"Halte au démantèlement du droit du bail !

C'est le dernier moment pour signer la lettre pétition destinée aux...",0,2018-03-12 10:59:06+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",Stop the dismantling of the lease law! This is the last time to sign the petition letter for...
867,"Berlin veut encourager l’échange d’appartements sociaux. La Ville de Genève avec ces 5000 logements, les fondations de droit public avec leurs HBM et les caisses de pension publiques doivent faire de même! 
  via",0,2018-03-12 10:46:33+00:00,CarloSommaruga,"((0, 219, 'FRENCH', 'fr'),)","Berlin wants to encourage the exchange of social apartments. The City of Geneva with these 5000 housing units, public law foundations with their HBMs and public pension funds must do the same! via"
868,"les couloirs humanitaires ont été adoptés par l’Italie, la France et la Belgique. C’est la solution qui va progressivement s’étendre !",1,2018-03-12 10:18:03+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","The humanitarian corridors have been adopted by Italy, France and Belgium. This is the solution that will gradually expand!"
869,Mon humanité fait que je préfère des couloirs humanitaires pour les personnes vulnérables que le cimetière Méditerranée. Relisez ma motion !,0,2018-03-12 09:52:56+00:00,CarloSommaruga,"((0, 147, 'FRENCH', 'fr'),)",My humanity makes me prefer humanitarian corridors for vulnerable people than the Mediterranean Cemetery. Reread my motion!
870,"La balance des paiements de la Turquie encore plus déficitaire ! C'est à terme une crise économique ! Stupeur, le tourisme est en reprise. Mais comment faire aujourd'hui du tourisme dans un pays qui bafoue les droits de l'homme, piétine les droits démocratiques et des minorités !",0,2018-03-12 09:41:24+00:00,CarloSommaruga,"((0, 286, 'FRENCH', 'fr'),)","Turkey's balance of payments is even more in deficit! It is in the long run an economic crisis! Stupid, tourism is on the rise. But how to make tourism today in a country that violates human rights, tramples on democratic rights and minorities!"
871,Le Pape François célèbre les 50 ans de la Communauté Sant’Egidio à l’origine des couloirs humanitaires! À se rappeler lors du vote cette semaine au ConseilNational,1,2018-03-11 19:54:04+00:00,CarloSommaruga,"((0, 173, 'FRENCH', 'fr'),)",Pope Francis celebrates the 50th anniversary of the Community of Sant-Egidio at the origin of humanitarian corridors! To remember during the vote this week at the National Council
872,"Nalia and the uprising, un excellent docu au  à Genève sur les femmes palestiniennes dans la lutte nonviolence contre l’occupant israélien et sur la force de la société civile! Suivi d’un message très fort de la réalisatrice",5,2018-03-11 19:39:25+00:00,CarloSommaruga,"((0, 235, 'FRENCH', 'fr'),)","Nalia and the uprising, an excellent paper in Geneva on Palestinian women in the non-violence against the Israeli occupier and on the strength of civil society! Followed by a very strong message from the director"
873,"Excellent discours rappelant que la justice sociale, le travail digne et l’égalité commencent au sein même du parlement envers les femmes qui assument le nettoyage.",1,2018-03-11 18:21:24+00:00,CarloSommaruga,"((0, 169, 'FRENCH', 'fr'),)","Excellent speech recalling that social justice, decent work and equality begin within the parliament itself towards the women who take care of the cleansing."
874,"La Suisse - dépositaire des Conventions de Genève, siège du  et de la Geneve internationale, capitale mondiale du désarmement - doit signer le Traité pour l’interdiction des armes nucléaires.",3,2018-03-11 17:09:35+00:00,CarloSommaruga,"((0, 199, 'FRENCH', 'fr'),)","Switzerland, the depositary of the Geneva Conventions, the headquarters of the International Geneva and the World Capital of Disarmament, must sign the Treaty for the Prohibition of Nuclear Weapons."
875,"Logement, mobilité, santé en tête des préoccupations. Trois postes qui grèvent le budget des familles genevoises. Au parlement cantonal et fédéral les élu-e-s du  et du  s‘engagent sur ces thèmes dans l‘intérêt de la population genevoise",4,2018-03-10 14:48:37+00:00,CarloSommaruga,"((0, 252, 'FRENCH', 'fr'),)","Housing, mobility, health at the top of the agenda. Three posts that strike the budget of Geneva's families. In the cantonal and federal parliament, the elected representatives of Geneva and Geneva are committed to these themes for the benefit of the people of Geneva."
876,"Séance du Conseil des Suisses de l’étranger à Berne avec volonté de défendre la  5eSuisse, le EVoting, le droit d‘acces des Suisses de l’étranger aux banques helvétiques.",12,2018-03-10 13:38:09+00:00,CarloSommaruga,"((0, 183, 'FRENCH', 'fr'),)","Meeting of the Swiss Council of Foreigners in Bern with a desire to defend 5th Switzerland, the EVoting, the right of access of Swiss foreign nationals to Swiss banks."
877,"Lorsque les paroles de  président de la Confédération, à la Cérémonie d’ouverture du  participent à la libération de l’imagination et à l’appel aux libertés individuelles et au respect des droitshumains",0,2018-03-10 09:21:47+00:00,CarloSommaruga,"((0, 218, 'FRENCH', 'fr'),)","When the words of the President of Confederation, at the Opening Ceremony participate in the liberation of imagination and in the call for individual freedoms and respect for human rights"
878,Continuez à poser vos questions sur les loyers abusifs !,0,2018-03-06 18:44:21+00:00,CarloSommaruga,"((0, 57, 'FRENCH', 'fr'),)",Keep asking questions about abusive rents!
879,"En tant que président de l'ASLOCA Suisse, je réponds dès maintenant à vos questions !",0,2018-03-06 17:59:18+00:00,CarloSommaruga,"((0, 89, 'FRENCH', 'fr'),)","As President of ASLOCA Switzerland, I am now answering your questions!"
880,I Ticinesi hanno anche capito cosa c’era da perdere per la svizzera italiana ! Il servizio pubblico è indispensabile per evitare discriminazioni del mercato verso le minoranze  NoNoBillag,4,2018-03-04 16:00:50+00:00,CarloSommaruga,"((0, 190, 'ITALIAN', 'it'),)",The Ticinos have also understood what was to be lost for the Swiss Italian ! Public service is indispensable to avoid discrimination of the market towards minorities NoNoBillag
881,"Après cet extraordinaire soutien populaire au service public audio et télévisuel, il n’y a aucune raison de s’en prendre au budget de la  Mais une gestion exemplaire et transparente sont de mise! NoNoBillag. Comme renforcement lutte pour NoFakeNews",8,2018-03-04 15:55:27+00:00,CarloSommaruga,"((0, 255, 'FRENCH', 'fr'),)","After this extraordinary popular support for the public audio and television service, there is no reason to take it from the budget of the But an exemplary and transparent management are of the bet! NoNoBillag. As reinforcement fight for NoFakeNews"
882,D’accord avec vous. Mais l’on peut s’adresser pour première analyse à diverses permanences de juristes engagés pour les assurés.,0,2018-02-28 17:18:38+00:00,CarloSommaruga,"((0, 138, 'FRENCH', 'fr'),)","You agree, but for the first time you can refer to a number of legal permanences engaged for insured persons."
883,Le pape François va venir à Genève en juin! Belle nouvelle pour la Geneve Internationale!,1,2018-02-28 14:00:34+00:00,CarloSommaruga,"((0, 92, 'FRENCH', 'fr'),)",Pope Francis will come to Geneva in June! Great news for the Geneva International!
884,"Des malades licenciés ou poussés à la démission par les expertises douteuses de Corela. Les services publics doivent mettre fin à tout mandat avec Corela et les assurés contester les décisions passées, actuelles ou futures fondées sur expertises Corela.",2,2018-02-28 13:58:08+00:00,CarloSommaruga,"((0, 262, 'FRENCH', 'fr'),)","Patients dismissed or forced to resign by the questionable expertise of Corela. Public services must terminate any warrant with Corela and insured persons challenge past, present or future decisions based on Corela expertise."
885,"Lorsque des femmes suisses d’esprit comme Gilberte de Courgenet JU, Marie Tussaud, BE, Johanna Spyri GR, sont mises en lumière, les mythiques hommes de 1291 s’éclipsent dans l’ombre",4,2018-02-27 19:26:08+00:00,CarloSommaruga,"((0, 189, 'FRENCH', 'fr'),)","When Swiss women of mind like Gilberte de Courgenet JU, Marie Tussaud, BE, Johanna Spyri GR, are brought to light, the mythical men of 1291 slip into the shadows"
886,"L'accueil des requérants mineurs doit être amélioré à Genève. C’est la Cour des comptes qui le dit, c’est ce que le  demande toujours !",2,2018-02-27 16:42:23+00:00,CarloSommaruga,"((0, 145, 'FRENCH', 'fr'),)","The reception of minors must be improved in Geneva. It is the Court of Auditors that says so, that is what always demands!"
887,Bravo à l’artiste et à Genève qui par son soutien aux arts permet l’émergence de créateurs de talent !,1,2018-02-27 15:56:54+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)","Congratulations to the artist and to Geneva, which thanks to its support for the arts allows the emergence of talented creators!"
888,"Les loyers baissent un peu....mais pas dans les agglomérations où vit la majorité de la population! A Genève, c'est même une hausse qui est prévue pour l'année prochaine !",1,2018-02-27 15:50:48+00:00,CarloSommaruga,"((0, 178, 'FRENCH', 'fr'),)","Rents are dropping a little... but not in the towns where the majority of the population lives! In Geneva, it is even a rise that is planned for next year!"
889,La décision tchèque de libérer SalehMuslim est un exemple  pour l’ et le ConseilFédéral suisse: Ne pas céder à Erdogan !,1,2018-02-27 15:48:03+00:00,CarloSommaruga,"((0, 129, 'FRENCH', 'fr'),)",The Czech decision to release SalehMusic is an example for the Swiss Federal Council: Don't give in to Erdogan!
890,"Une déclaration claire et juste, valable tant pour le conflit syrien que pour celui israélo-palestinien d'ailleurs!",2,2018-02-27 12:16:21+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)","A clear and just statement, valid both for the Syrian conflict and for the Israeli-Palestinian conflict!"
891,Relayez l’appel lancé avec mes trois collègues parlementaires pour que le Conseil fédéral réagisse face aux bombardements de la Turquie sur Afrin!,13,2018-02-25 18:02:38+00:00,CarloSommaruga,"((0, 153, 'FRENCH', 'fr'),)",Relay the appeal made with my three parliamentary colleagues to the Federal Council to react to Turkey's bombings on Afrin!
892,Il a la même compétence que pour l’interdiction des bombes à sous-munitions et des mines anti-personnelles. signer une convention!,1,2018-02-25 15:14:12+00:00,CarloSommaruga,"((0, 135, 'FRENCH', 'fr'),)",It has the same competence as for the prohibition of cluster bombs and anti-personnel mines. sign a convention!
893,"Avant la vague de froid, les abris affichent complet ! Il y a encore beaucoup à faire pour une société juste ou la richesse est correctement partagée!",0,2018-02-25 13:38:06+00:00,CarloSommaruga,"((0, 154, 'FRENCH', 'fr'),)","Before the cold wave, the shelters display complete! There is still a lot to do for a just society where wealth is correctly shared!"
894,Mais quand le Conseil fédéral comme  auront le courage de mettre au ban la Turquie tant que Erdogan est au pouvoir ?,2,2018-02-24 19:19:36+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",But when will the Federal Council have the courage to ban Turkey as long as Erdogan is in power?
895,L‘ est simplement à l‘ecoute de la majorité des locataires. Le  aussi. pour tous sans privilèges,2,2018-02-24 18:41:55+00:00,CarloSommaruga,"((0, 103, 'FRENCH', 'fr'),)",It is simply at the expense of the majority of the tenants. Also. for all without privileges
896,"C’est vrai que 200 personnes c’est un tsunami !
La dernière manifestation avec  pour + de logements abordables nous étions plus de 1500!",1,2018-02-24 18:24:12+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)",It's true that 200 people is a tsunami! The last event with for more affordable housing we were more than 1500!
897,"Résiliation bail des seniors: Excellent article qui résume très bien la situation juridique, les réflexes à avoir et répond aux balivernes d’un millionnaire genevois.",1,2018-02-24 16:41:04+00:00,CarloSommaruga,"((0, 174, 'FRENCH', 'fr'),)","Termination of senior lease: Excellent article that sums up very well the legal situation, the reflexes to have and responds to the balvenes of a millionaire Geneva."
898,Mon total soutien au DEAS pour son action contre clinique frauduleuse ! Combien d’assurés privés abusivement  de prestations !Le DEAS doit exiger de l’OCAI de mettre un terme à toute collaboration,4,2018-02-24 15:03:03+00:00,CarloSommaruga,"((0, 203, 'FRENCH', 'fr'),)",My total support for the DEAS for its action against fraudulent clinic! How many private insured people abusively receive benefits!The DEAS must require the OCAI to put an end to any collaboration
899,Incompréhensible refus du Conseil fédéral de signer et ratifier le Traité sur l’interdiction des armes nucléaire...,7,2018-02-24 07:01:03+00:00,CarloSommaruga,"((0, 122, 'FRENCH', 'fr'),)",Incomprehensible refusal of the Federal Council to sign and ratify the Treaty on the Prohibition of Nuclear Weapons...
900,La Commission des affaires juridiques du Conseil national me suit: il faut réformer la structure du Ministère...,0,2018-02-24 06:45:32+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)",The Legal Affairs Committee of the National Council follows me: we must reform the structure of the Ministry...
901,"En tant que parlementaire, je suis outré de voir une clinique privée tricher pour complaire aux assurances sociales aux détriment des patients",0,2018-02-24 05:08:32+00:00,CarloSommaruga,"((0, 145, 'FRENCH', 'fr'),)","As a parliamentarian, I am outraged to see a private clinic cheating on social insurance to the detriment of patients."
902,"Chez les populistes, même américains, il y a toujours un abysse entre e dire et le faire !",1,2018-02-22 16:16:29+00:00,CarloSommaruga,"((0, 92, 'FRENCH', 'fr'),)","Among populists, even Americans, there is always an abyss between saying and doing it!"
903,Responsabilité des multinationales . Aujourd'hui la Commission des affaires juridiques du Conseil national examine une proposition relative à la due diligence en matière de droits de l'homme et droit environnemental ! Issue positive ?,1,2018-02-22 11:01:09+00:00,CarloSommaruga,"((0, 237, 'FRENCH', 'fr'),)",Responsibility of multinationals . Today the Legal Affairs Committee of the National Council examines a proposal on due diligence in human rights and environmental law ! Positive outcome ?
904,La Suisse ferait preuve de raison. Le Departement fédéral de justice et police s’opposerait à une demande d’extradition espagnole de Anna Gabriel. Bonne nouvelle qui doit être confirmée formellement.,21,2018-02-22 07:30:54+00:00,CarloSommaruga,"((0, 208, 'FRENCH', 'fr'),)",Switzerland would show reason. The Federal Department of Justice and Police would oppose a Spanish extradition request from Anna Gabriel. Good news that must be formally confirmed.
905,Actualité parlementaire: attention à la révision des prestations complémentaires (PC): Pas d’économies sur le dos des plus pauvres !,3,2018-02-21 13:18:02+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)",Parliamentary news: Attention to the revision of supplementary benefits (CP): No savings on the backs of the poorest!
906,"Que l’on soit pour ou contre l’indépendance catalane, il y a lieu d’accorder l’asile à celles et ceux qui veulent régler la question de l’indépendance par la voie politique et contre lesquels l’Etat espagnol répond par la prison !",166,2018-02-20 16:47:14+00:00,CarloSommaruga,"((0, 247, 'FRENCH', 'fr'),)","Whether it is for or against Catalan independence, asylum should be granted to those who want to settle the question of independence through political channels and against whom the Spanish state responds by prison!"
907,Alors que trois parlementaires attendent toujours des réponses à leurs questions sur le MPC voilà qu’un nouveau procureur démissionne à cause des pressions politiques pour clore les dossiers de crime de guerre !,1,2018-02-19 07:26:00+00:00,CarloSommaruga,"((0, 218, 'FRENCH', 'fr'),)","While three parliamentarians are still waiting for answers to their questions about the MPC, a new prosecutor is resigning because of political pressure to close war crime cases!"
908,Il est temps de dénoncer haut et fort le Pakistan pour les crasses violations des droits humains.,2,2018-02-16 10:33:55+00:00,CarloSommaruga,"((0, 98, 'FRENCH', 'fr'),)",It is time to denounce Pakistan loud and clear for the horrific violations of human rights.
909,"Les CouloirsHumanitaires sont une première et urgente juste réponse à la terrible traversée de la Méditerranée, au trafic d’êtres humains et aux violences tout particulièrement faites au femmes. corridoiumanitari",11,2018-02-15 08:33:24+00:00,CarloSommaruga,"((0, 222, 'FRENCH', 'fr'),)","The Humanitarian Corridors are a first and urgent right response to the terrible crossing of the Mediterranean, trafficking in human beings and violence particularly against women. corridoiumanitari"
910,"Dal Busco: «La charge fiscale des riches est trop lourde» C’est gonflé de dire ça, alors que l’on coupe dans les budgets pour les plus pauvres et que les familles classes moyennes  souffrent de primes d’assurance-maladie et de loyers trop chers !",8,2018-02-14 13:05:28+00:00,CarloSommaruga,"((0, 256, 'FRENCH', 'fr'),)","Dal Busco: ""The tax burden of the rich is too heavy"" It\'s swollen to say that, when we cut in budgets for the poorest and the middle-class families suffer from health insurance premiums and too expensive rents!"
911,"Enfin le DFAE prend position sur les derniers développements en Syrie, notamment à Afrin",4,2018-02-13 08:08:27+00:00,CarloSommaruga,"((0, 90, 'FRENCH', 'fr'),)","Finally, the DFAE takes a position on the latest developments in Syria, notably in Afrin"
912,"Michael Moeller reconduit un an de plus à la tête de l’ONU Genève. Excellente nouvelle pour La Genève internationale.
  via",2,2018-02-09 13:55:41+00:00,CarloSommaruga,"((0, 129, 'FRENCH', 'fr'),)",Michael Moeller returned one more year to the head of UN Geneva. Excellent news for International Geneva. via
