Unnamed: 0,tweets,likes,time,politician_id,language,translated_tweets
1323,"Le 25 novembre, c’est NON à l’initiative anti-droits humains de l’UDC ! 

Pour réécouter l'interview de ce matin  

Pour l’argumentaire complet",25,2018-11-02 13:00:00+00:00,CarloSommaruga,"((0, 154, 'FRENCH', 'fr'),)","[{'translation_text': ""On November 25th, it's NO to the UDC's anti-human rights initiative! To listen again to this morning's interview For the full argument""}]"
1324,Helvetia quo vadis ? Perdis animam pacis !,10,2018-11-02 10:27:09+00:00,CarloSommaruga,"((0, 42, 'LATIN', 'la'),)",NA
1327,On espère vivement que cela ne dégénère pas en violences armées communautaires et surtout que des armes suisses ne soient utilisées d’un côté ou l’autre !,3,2018-11-02 08:28:10+00:00,CarloSommaruga,"((0, 166, 'FRENCH', 'fr'),)",[{'translation_text': 'It is highly hoped that this will not degenerate into communal armed violence and above all that Swiss weapons will not be used on either side!'}]
1328,"Demain à 7h30 je serai l’invité de  sur La Première pour parler de l’initiative sur «l'autodétermination». Que vous soyez en , à  ou en , n’oubliez pas d’allumer votre radio !",12,2018-11-01 16:53:14+00:00,CarloSommaruga,"((0, 190, 'FRENCH', 'fr'),)","[{'translation_text': 'Tomorrow at 7:30 am I will be the guest on The First to talk about the initiative on ""self-determination"". Whether you are in , in or in , don\'t forget to turn on your radio !'}]"
1330,"Exporter des armes vers des pays en conflit : ‍‍
Pourtant, ce qui paraît être une évidence ne l’est pas pour tous les partis…
 Débat à réécouter ici",3,2018-11-01 07:59:11+00:00,CarloSommaruga,"((0, 163, 'FRENCH', 'fr'),)",[{'translation_text': 'Exporting weapons to countries in conflict: Yet what seems to be obvious is not for all parties... Debate to listen again here'}]
1331,"[CHvote ]
Perte de crédibilité
Droits humains en danger
Un pas en arrière dans la collaboration internationale",5,2018-10-31 15:21:48+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)",[{'translation_text': '[CHvote ] Loss of credibility Human rights at risk A step backwards in international collaboration'}]
1340,Exclusive au sens extraordinaire. Ouvert à toutes et tous !,1,2018-10-18 08:25:31+00:00,CarloSommaruga,"((0, 60, 'FRENCH', 'fr'),)",[{'translation_text': 'Exclusive in the extraordinary sense. Open to all!'}]
1341,Denis Masmejean: l’initiative dite de l’autodétermination pose une question politique plud q’une question juridique. Il faut donc réponse politique et expliquer que système politique suisse fonctionne et que le système du droit international est très suisse,10,2018-10-18 08:01:13+00:00,CarloSommaruga,"((0, 210, 'ENGLISH', 'en'), (210, 58, 'FRENCH', 'fr'))",NA
1343,Suite à l’assassinat du journaliste   La Suisse doit déclarer persona non grata et interdire du territoire toute personne impliquée dans cet acte de barbarie qu’elle fasse partie de la chaîne de commandement ou des exécutants!   DroitsHumains,3,2018-10-17 13:22:28+00:00,CarloSommaruga,"((0, 251, 'FRENCH', 'fr'),)",[{'translation_text': 'Following the murder of the journalist Switzerland must declare persona non grata and prohibit from the territory any person involved in this act of barbarism that she is part of the chain of command or the executioners! Human Rights'}]
1344,Le Conseil fédéral par la voix de DorisLeuthard propose la libération du marché de l’électricité. La seule solution durable c’est une distribution protégeant les services publics comme les  et qui repose sur énergies renouvelables sans nucléaire et sans carbone!,9,2018-10-17 13:01:37+00:00,CarloSommaruga,"((0, 275, 'FRENCH', 'fr'),)",[{'translation_text': 'The Federal Council by the voice of DorisLeuthard proposes the release of the electricity market. The only sustainable solution is a distribution that protects public services like them and is based on renewable energy without nuclear and carbon!'}]
1348,Un excellent travail et manuel des droits des personnes LGBT réalisé par la LawClinic de la Faculté de droit de l’ Un instrument essentiel pour la défense des droits mais aussi sur les obstacles juridiques discriminants qu’il faut absolument  supprimer!,7,2018-10-17 10:04:12+00:00,CarloSommaruga,"((0, 261, 'FRENCH', 'fr'),)","[{'translation_text': 'An excellent work and manual on LGBT rights carried out by the LawClinic of the Faculty of Law, a key instrument for the defence of rights but also on the discriminating legal obstacles that must be removed!'}]"
1350,Un message fort au Conseiller fédéral  au Conseil fédéral et à la communauté internationale: pour la deuxième fois en trois mois les parlementaires exigent une signature et ratification immédiate du TraitéInterdictionArmesNucleaire,16,2018-10-16 14:28:27+00:00,CarloSommaruga,"((0, 240, 'FRENCH', 'fr'),)",[{'translation_text': 'A strong message to the Federal Councillor and the international community: for the second time in three months parliamentarians demand an immediate signature and ratification of the TreatyProhibitionNuclear Weapons'}]
1351,"[LIVE] La Commission de politique extérieure du Conseil national a été consultée sur cette décision du Conseil fédéral: par 16 voix contre 6 et 2 abstentions, elle demande une signature et une ratification immédiates du traité.",3,2018-10-16 14:16:56+00:00,CarloSommaruga,"((0, 236, 'FRENCH', 'fr'),)","[{'translation_text': '[LIVE] The Foreign Policy Committee of the National Council has been consulted on this decision of the Federal Council: by 16 votes to 6 and 2 abstentions, it requests an immediate signature and ratification of the Treaty.'}]"
1352,"Pour celles et ceux qui veulent lire la motion déposée cet été ou qui veulent en savoir plus, c'est par ici",2,2018-10-16 13:47:50+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)","[{'translation_text': ""For those who want to read the motion tabled this summer or want to know more, it's this way.""}]"
1353,"La Commission de politique extérieure du ParlCH doit communiquer cet après-midi sa position sur le traité sur l'interdiction des armes  !
L'histoire pourrait retenir que la  aura été l'un des premiers Etats courageux à s'être engagé en faveur de cet instrument",4,2018-10-16 13:47:48+00:00,CarloSommaruga,"((0, 268, 'FRENCH', 'fr'),)",[{'translation_text': 'The Foreign Policy Committee of the ParlCH must communicate this afternoon its position on the Treaty on the Prohibition of Weapons! History might note that it was one of the first courageous states to have committed itself to this instrument.'}]
1354,"A ce jour, soit moins de six mois après l'ouverture du traité à la ratification sur l'interdiction des armes , 57 Etats l'ont déjà signé et six l'ont ratifié. J'en parle dans la 2ème partie de mon intervention au ParlCH.",2,2018-10-16 13:47:47+00:00,CarloSommaruga,"((0, 228, 'FRENCH', 'fr'),)","[{'translation_text': 'To date, less than six months after the Treaty was opened for ratification, 57 states have already signed it and six have ratified it. I am talking about it in the second part of my speech at the ParlCH.'}]"
1355,"[Déroulez pour la suite ⏬]

Aussi incroyable que cela puisse paraître, malgré les 250 000 morts causés par les deux  lâchées sur Hiroshima et Nagasaki en 1945, les armes nucléaires n'ont jamais été interdites, contrairement aux armes biologiques et chimiques.",12,2018-10-16 13:47:45+00:00,CarloSommaruga,"((0, 270, 'FRENCH', 'fr'),)","[{'translation_text': 'As incredible as it may seem, despite the 250,000 deaths caused by the two sheds on Hiroshima and Nagasaki in 1945, nuclear weapons have never been banned, unlike biological and chemical weapons.'}]"
1360,Bel élan de solidarité à la MarcheEspoir à Genève pour le soutien de projets en faveur d’enfants du Perou,3,2018-10-14 09:33:19+00:00,CarloSommaruga,"((0, 112, 'FRENCH', 'fr'),)",[{'translation_text': 'Great momentum of solidarity at the Marche Espoir in Geneva to support projects for children in Peru'}]
1361,"Vous suivez mes actualités sur ma page Facebook ?

C’est là que ça se passe",1,2018-10-13 15:35:21+00:00,CarloSommaruga,"((0, 80, 'FRENCH', 'fr'),)","[{'translation_text': ""Are you following my news on my Facebook page? That's where it's going""}]"
1362,Informe-toi maintenant et engage-toi avec nous !,10,2018-10-12 08:45:15+00:00,CarloSommaruga,"((0, 48, 'FRENCH', 'fr'),)",[{'translation_text': 'Get in touch now and get involved with us!'}]
1363,Conférence de  a l’UNIGE sur son expérience de Procureur international face aux criminels de guerre. Justice internationale en marche !,5,2018-10-09 17:05:02+00:00,CarloSommaruga,"((0, 139, 'Unknown', 'un'),)",NA
1364,"Le  a toujours beaucoup fait pour la promotion des femmes en politique au ParlCH. 
Il n’en va pas de même pour tous les autres partis…",7,2018-10-09 16:31:57+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)",[{'translation_text': 'It has always done so much for the advancement of women in politics in the ParlCH. It does not go the same way for all other parties...'}]
1365,"C’est un élargissement de la base électorale de plus de 33% (3,6/10,7)! Un résultat très encourageant!",1,2018-10-08 16:55:00+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)","[{'translation_text': 'It is an enlargement of the electoral base of more than 33% (3.6/10.7), a very encouraging result!'}]"
1367,"Il y a eu 17’024 actes de violence domestique en Suisse en 2017  C’est 17'024 violences de trop !

Une action politique plus soutenue s’impose au niveau cantonal et fédéral",10,2018-10-08 11:30:00+00:00,CarloSommaruga,"((0, 180, 'FRENCH', 'fr'),)","[{'translation_text': ""There have been 17,024 acts of domestic violence in Switzerland in 2017 that's 17,024 too much violence! More sustained political action is needed at cantonal and federal level""}]"
1369,"La  doit accorder le pavillon à l’Aquarius pour secourir les migrants en perdition en pleine mer.

 Il est inacceptable qu'il reste à quai sans pavillon alors que des personnes meurent en pleine Méditerranée ! 

Découvrez ma position dans la  du jour",12,2018-10-08 06:18:23+00:00,CarloSommaruga,"((0, 257, 'FRENCH', 'fr'),)",[{'translation_text': 'It must grant the pavilion to the Aquarius to rescue the migrants in perdition in the open sea. It is unacceptable that it remains at the dock without a pavilion while people die in the Mediterranean! Discover my position in the day'}]
1370,"L'Aquarius, sous pavillon suisse? 
 Il est inacceptable que l’Aquarius reste à quai sans pavillon alors que des personnes meurent en pleine Méditerranée ! 
 Découvrez mon face à face avec",11,2018-10-07 18:10:37+00:00,CarloSommaruga,"((0, 194, 'FRENCH', 'fr'),)","[{'translation_text': 'The Aquarius, under the Swiss flag? It is unacceptable that the Aquarius remains at the dock without a pavilion while people die in the middle of the Mediterranean! Discover my face to face with'}]"
1371,Débat entre Jean Ziegler et Françoise Courvoisier sur l’engagement et le risque à la soirée des PromotionSeniors à Genève. Une stimulation pour tous !,3,2018-10-05 17:40:27+00:00,CarloSommaruga,"((0, 158, 'FRENCH', 'fr'),)",[{'translation_text': 'Debate between Jean Ziegler and Françoise Courvoisier on engagement and risk at the Geneva Senior Promotion evening. A stimulation for all!'}]
1372,Ouverture des PromotionSeniors par la Conseillère administrative de la Ville de Geneve Esther Alder.,1,2018-10-05 17:08:11+00:00,CarloSommaruga,"((0, 101, 'FRENCH', 'fr'),)",[{'translation_text': 'Opening of the Seniors Promotions by the Administrative Advisor of the City of Geneve Esther Alder.'}]
1373,"En 2010, j’interpellais le Conseil fédéral sur la nécessité d’un aggiornamento de l’Eglise catholique en Suisse quant aux abus commis. Le Conseil fédéral partageait l’indignation quant au abus et approuvait l’idée d’un travail global de recherche. Mais à ce jour ...toujours rien.",3,2018-10-05 08:24:22+00:00,CarloSommaruga,"((0, 300, 'FRENCH', 'fr'),)","[{'translation_text': 'In 2010, the Federal Council asked about the need for an aggiornamento of the Catholic Church in Switzerland with regard to abuses committed. The Federal Council shared indignation about abuse and endorsed the idea of a global research effort. But to date ...still nothing.'}]"
1374,"J'étais l'invité ce matin de  au micro d' ! 
A réécouter ici",5,2018-10-05 08:15:05+00:00,CarloSommaruga,"((0, 64, 'FRENCH', 'fr'),)",[{'translation_text': 'I was the guest this morning from the microphone!'}]
1375,Genève au réveil. Calme apparent alors qu’elle vit un happening politique aux rumeurs incessantes!,5,2018-10-05 05:39:43+00:00,CarloSommaruga,"((0, 102, 'FRENCH', 'fr'),)",[{'translation_text': 'Geneva on awakening. Appearing calm as she lives a political happening with constant rumors!'}]
1376,Le débat de la Federation genevoise de Coopération sur les Objectifs du développement durable. Une salle comble à l’Université de Genève! Un signe très encourageant pour leur mise en œuvre ici et ailleurs des SDGs,4,2018-10-04 17:33:44+00:00,CarloSommaruga,"((0, 223, 'FRENCH', 'fr'),)",[{'translation_text': 'The debate of the Geneva Federation of Cooperation on the Sustainable Development Goals. A room filled at the University of Geneva! A very encouraging sign for their implementation here and elsewhere of the SDGs'}]
1377,Encore faut-il que la précocité politique à 15 ans n’aboutisse pas à se prendre les pieds dans le tapis des institutions à 40 ans !,1,2018-10-04 11:02:17+00:00,CarloSommaruga,"((0, 138, 'FRENCH', 'fr'),)","[{'translation_text': 'Still, political precocity at the age of 15 must not lead to a 40-year-old institution!'}]"
1378,Une excellente prise de position contre l'infamie de Zemmour et la lâcheté de Ardisson &amp; Co ! Merci  C'est un honneur de vous lire. «Tu vois Hapsatou combien la République est minuscule devant Zemmour»  via,4,2018-10-03 08:06:57+00:00,CarloSommaruga,"((0, 215, 'FRENCH', 'fr'),)","[{'translation_text': 'An excellent stance against Zemmour\'s infamy and the cowardice of Ardisson &amp; Co! Thank you It is an honor to read you. ""You see Hapsatou how tiny the Republic is in front of Zemmour"" via'}]"
1380,Et certain se moquent de moi car je traite le gouvernement italien de fascisant dans une question ! Ici encore un exemple ! LegaDeiTicinesi MatinBrun Resistance,7,2018-10-02 17:06:27+00:00,CarloSommaruga,"((0, 160, 'FRENCH', 'fr'),)",[{'translation_text': 'And some laugh at me because I treat the Italian government as fascising in a question! Here another example! LegaDeiTicinesi MatinBrun Resistance'}]
1383,"Vous pensez encore que la mondialisation solidaire, juste et inclusive est une utopie ?
 Lisez ma chronique parue dans le journal  !
 Partagez-la !",5,2018-10-01 18:18:02+00:00,CarloSommaruga,"((0, 147, 'FRENCH', 'fr'),)","[{'translation_text': 'Do you still think that solidarity, fair and inclusive globalization is a utopia? Read my column published in the newspaper! Share it!'}]"
1389,Et maintenant Privatisation de la politique étrangère:  invite à côté  des secrétaires d’Etat les CEO d’ABB et Swiss Re dans groupe de travail pour «Politique étrangère Vision 2028». Comme pour les armes: mépris de la société civile,12,2018-09-29 12:42:10+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)","[{'translation_text': 'And now Privatization of foreign policy: invites next to the Secretaries of State the CEOs of ABB and Swiss Re in working group for ""Foreign Policy Vision 2028"". As for weapons: contempt of civil society'}]"
1392,En accompagnateur de mes filles au royaumeduweb ! Un défi pour les parents ! parents engages,3,2018-09-29 11:29:19+00:00,CarloSommaruga,"((0, 93, 'FRENCH', 'fr'),)",[{'translation_text': 'As a companion of my daughters at the Kingdom of the Web! A challenge for parents!'}]
1393,"Avant que vous déconnectiez jusqu’à lundi, qu’a-t-on fait durant cette session parlementaire d’automne au ParlCH ?
Des proches aidants au congé maternité, les sujets étaient variés ! 🤒

Bonne lecture &amp; excellent weekend à toutes et tous !",1,2018-09-28 15:58:41+00:00,CarloSommaruga,"((0, 258, 'FRENCH', 'fr'),)","[{'translation_text': 'Before you disconnected until Monday, what were we doing during this autumn session of Parliament at the ParlCH? Close friends helping on maternity leave, the subjects were varied! 的 Good reading & amputation; excellent weekend to all!'}]"
1394,"Avant que vous déconnectiez jusqu’à lundi, qu’a-t-on fait durant cette session parlementaire d’automne au ParlCH ?  

Des proches aidants au congé maternité, les sujets étaient variés ! 🤒 

Bonne lecture &amp; excellent weekend à toutes et tous !",0,2018-09-28 15:53:57+00:00,CarloSommaruga,"((0, 262, 'FRENCH', 'fr'),)","[{'translation_text': 'Before you disconnected until Monday, what were we doing during this autumn session of Parliament at the ParlCH? Close friends helping on maternity leave, the subjects were varied! 的 Good reading & amputation; excellent weekend to all!'}]"
1395,La protection des aînés contre les résiliations de bail est une thématique qui me tient particulièrement à coeur. Il est indécent de contraindre nos aînés à laisser un logement de trois chambres à 1’200 francs...,2,2018-09-28 06:00:08+00:00,CarloSommaruga,"((0, 225, 'FRENCH', 'fr'),)","[{'translation_text': 'The protection of seniors from terminations of leases is a theme that is particularly important to me. It is indecent to force our elders to leave a three-bedroom dwelling at CHF 1,200...'}]"
1396,"Avant les armes, avant le commerce, nous, au PS Suisse, nous plaçons l'humain ! 
Retrouvez l'intégralité de ma prise de parole sur l'exportations d'armes dans cette vidéo",3,2018-09-27 10:30:08+00:00,CarloSommaruga,"((0, 174, 'FRENCH', 'fr'),)","[{'translation_text': 'Before the weapons, before the trade, we, at the Swiss PS, place the human! Find the whole of my speech on arms exports in this video'}]"
1397,"Le Conseil fédéral risque bien de devoir renoncer à ses prérogatives en matière d'exportation d'armes ! 

Pour ceux que ça intéresse, l'article du TDG est à lire ici :",6,2018-09-27 06:18:29+00:00,CarloSommaruga,"((0, 175, 'FRENCH', 'fr'),)","[{'translation_text': 'The Federal Council may well have to give up its prerogatives with regard to arms exports! For those interested, the TDG article reads here:'}]"
1398,"Découvrez quels sont les enjeux pour construire la Genève Internationale de demain ! 

Pour plus d'infos :",4,2018-09-26 13:00:52+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)",[{'translation_text': 'Find out what the stakes are for building the Geneva International of tomorrow! For more information:'}]
1399,"Exportations d'armes: c'est parti pour un débat explosif au National !  
Le débat en direct est à suivre ici",6,2018-09-26 08:10:45+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)","[{'translation_text': ""Arms exports: we're on our way to an explosive debate at the National! The live debate is to follow here""}]"
1400,"Schneider-Ammann: réactions effectivement contrastées !
« Depuis qu'il était au Conseil fédéral, il n'a jamais quitté sa casquette de chef d'entreprise. Il est le porteur du libre-échange et des...",0,2018-09-25 14:29:52+00:00,CarloSommaruga,"((0, 205, 'FRENCH', 'fr'),)","[{'translation_text': 'Schneider-Ammann: In fact, it\'s been a contrasting reaction! ""Since he was in the Federal Council, he has never left his head of business hat. He has been the carrier of free trade and free trade.'}]"
1401,"Discours de Liliane Maury Pasquier, Présidente de l’Assemblée parlementaire du Conseil de l’Europe, devant l’Assemblée fédérale. Un événement important qui rappelle l’importance de la démocratie, de l’Etat de droit et des droits humains!  droitshumains",9,2018-09-25 10:40:17+00:00,CarloSommaruga,"((0, 270, 'FRENCH', 'fr'),)","[{'translation_text': 'Speech by Liliane Maury Pasquier, President of the Parliamentary Assembly of the Council of Europe, before the Federal Assembly. An important event that recalls the importance of democracy, the rule of law and human rights!'}]"
1403,Le président du Conseil national lit la lettre de démission du Conseiller fédéral Johannes Schneider Amman pour la fin de l’année 2018. renouveau,2,2018-09-25 07:25:33+00:00,CarloSommaruga,"((0, 152, 'FRENCH', 'fr'),)",[{'translation_text': 'The President of the National Council reads the letter of resignation of Federal Councillor Johannes Schneider Amman by the end of 2018.'}]
1405,"Suite à mon interpellation 18.3687 ""Déclaration sur les droits des paysans: Les paysans d'ici et d'ailleurs peuvent-il compter sur la Suisse ?"" Le Conseil Fédéral a répondu qu'il est essentiel...",3,2018-09-17 16:34:34+00:00,CarloSommaruga,"((0, 200, 'FRENCH', 'fr'),)","[{'translation_text': 'Following my inquiry 18.3687 ""Declaration on the rights of peasants: Can peasants from here and elsewhere count on Switzerland?"" The Federal Council replied that it is essential...'}]"
1408,Grand débat sur la loi sur les médias électroniques LME organisé par la  sous les auspices de  avec notamment avec GéraldineSavary pour le,6,2018-09-14 16:56:07+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)",[{'translation_text': 'Major debate on the LME electronic media law organized under the auspices of notably with GéraldineSavary for the'}]
1409,La Suisse et le Mexique ont permis de faire aboutir un texte consensuel de Pacte mondial pour la migration. Un engagement remarquable et un très beau succès de notre diplomatie. Le Pacte...,6,2018-09-14 10:00:10+00:00,CarloSommaruga,"((0, 191, 'FRENCH', 'fr'),)",[{'translation_text': 'Switzerland and Mexico have made it possible to achieve a consensus text of the Global Compact for Migration. A remarkable commitment and a great success of our diplomacy. The Pact...'}]
1410,La Suisse et tous les Etats qui défendent le principe de la justice internationale doivent soutenir  la CPI. Elle est aux services des victimes des génocides crimes de guerre et crimes contre l’humanité. Merci au DFAE de le rappeler et de poursuivre son soutien.,1,2018-09-14 09:06:54+00:00,CarloSommaruga,"((0, 267, 'FRENCH', 'fr'),)",[{'translation_text': 'Switzerland and all States that uphold the principle of international justice must support the ICC. It is at the service of the victims of genocide war crimes and crimes against humanity. Thank you to the DFAE for reminding it and for continuing its support.'}]
1411,Mais que fait le Département fédéral des affaires étrangères​ dans le cadre de la Campagne de l'ONU pour les 70 ans de la Déclaration Universelle des Droits de l'Homme ? La réponse ce lundi à l'heure des questions au Conseil national.,8,2018-09-14 08:09:04+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)","[{'translation_text': ""But what is the Federal Department of Foreign Affairs doing in the framework of the UN's 70-year Campaign of the Universal Declaration of Human Rights? The answer this Monday at Question Time to the National Council.""}]"
1413,Le Conseiller fédéral  est-t-il un petit Trump ou Orban local à la botte de  ou un homme d’Etat PLR défendant la continuité de l’Etat et la crédibilité internationale de la Suisse sachant dire non aux nationalistes ?,7,2018-09-13 20:37:51+00:00,CarloSommaruga,"((0, 227, 'FRENCH', 'fr'),)",[{'translation_text': 'Is the Federal Councilman a small Trump or local Orban with the boot of or a PLR stateman defending the continuity of the state and the international credibility of Switzerland knowing how to say no to the nationalists?'}]
1414,Grand père !,47,2018-09-13 14:20:35+00:00,CarloSommaruga,"((0, 13, 'Unknown', 'un'),)",NA
1416,La Suisse et le Mexique ont porté le Pacte Mondial pour les Migrations. Il sera soumis à approbation des Etats en novembre 2018. Que font le Conseil fédéral et  pour maintenir cette position de leadership alors que les commissions parlementaires sont favorables ?,4,2018-09-13 12:00:50+00:00,CarloSommaruga,"((0, 267, 'FRENCH', 'fr'),)",[{'translation_text': 'Switzerland and Mexico have carried the Global Pact for Migration. It will be subject to state approval in November 2018. What is the Federal Council doing and to maintain this leadership position while parliamentary committees are in favour?'}]
1427,"Cette opération repose sur des loyers abusifs! Selon le droit du bail, dans les conditions actuelles des taux d’intérêt, le rendement sur fonds propres ne peut dépasser 2,5% ! Que les locataires de cet immeubles contestent leur loyer avec l’appui de l’ loyersabusifs",0,2018-09-10 06:04:40+00:00,CarloSommaruga,"((0, 276, 'FRENCH', 'fr'),)","[{'translation_text': 'This operation is based on abusive rents! According to the law of the lease, under the current conditions of interest rates, the return on equity cannot exceed 2.5%! Let the tenants of this building contest their rent with the support of the abusive rents'}]"
1428,Exportation d'armes: c'est le moment de s'engager contre l'exportation d'armes vers des pays en guerre civile et violant gravement les droits humains. Il faut dire stop au Conseil fédéral et au lobby de l'industrie de l'armement.,31,2018-09-09 20:31:59+00:00,CarloSommaruga,"((0, 231, 'FRENCH', 'fr'),)",[{'translation_text': 'Export of arms: this is the time to engage against the export of arms to countries in civil war and seriously violating human rights. We must say stop at the Federal Council and the lobby of the arms industry.'}]
1429,"La résistance citoyenne contre le cynisme institutionnel est le meilleur moyen de faire bouger les lignes ! ma solidarité avec ceux deux journalistes et le pasteur suisse, comme Mme Bosia, la politicienne tessinoise déjà condamnée pour un délit de solidarité.",6,2018-09-09 11:42:08+00:00,CarloSommaruga,"((0, 266, 'FRENCH', 'fr'),)","[{'translation_text': 'Citizen resistance against institutional cynicism is the best way to move the lines! my solidarity with those two journalists and the Swiss pastor, like Mrs Bosia, the Ticino politician already condemned for an offence of solidarity.'}]"
1430,Des armes suisses circulent en  tout simplement inadmissible ! il est temps de renforcer la loi contre l'exportation des armes. C'est ce que demande le  en participant à la coalition pour une initiative populaire et un débat urgent sur le sur le sujet.,3,2018-09-09 11:38:30+00:00,CarloSommaruga,"((0, 254, 'FRENCH', 'fr'),)",[{'translation_text': 'Swiss weapons are simply circulating unacceptable! It is time to strengthen the law against the export of arms. That is what he is asking by participating in the coalition for a popular initiative and an urgent debate on the subject.'}]
1433,"Neuchâtel rebaptise l’Espace Louis-Agassiz au mon Tilo Frey, femme, métisse et pionnière de l’égalité. Belle nouvelle ! Mais le pic Agassiz n’est pas encore renommé!",3,2018-09-07 16:58:57+00:00,CarloSommaruga,"((0, 177, 'FRENCH', 'fr'),)","[{'translation_text': 'Neuchâtel renames Espace Louis-Agassiz to my Tilo Frey, woman, Métis and pioneer of equality. Beautiful news! But the Agassiz peak is not yet known!'}]"
1435,Des soins bloqués pour les mauvais payeurs...en fait pour les pauvres ! Il faut limiter les primes d’assurance maladie à 10%!,3,2018-09-06 15:34:22+00:00,CarloSommaruga,"((0, 129, 'FRENCH', 'fr'),)",[{'translation_text': 'Blocked care for the wrong payers...in fact for the poor! We must limit the health insurance premiums to 10%!'}]
1436,Au Kazakhstan on torture en silence pendant que notre ministre Johannes Schneider Amman parle deals économiques avec son homologue ! Que le Conseil fédéral fasse preuve de cohérence avec les valeurs de respect des DroitsHumains de notre constitution,7,2018-09-06 15:31:41+00:00,CarloSommaruga,"((0, 253, 'FRENCH', 'fr'),)",[{'translation_text': 'In Kazakhstan we torture in silence while our Minister Johannes Schneider Amman talks about economic deals with his counterpart! Let the Federal Council show consistency with the human rights values of our constitution'}]
1440,"La menace d’extrême droite en Suisse aussi: Roger Köppel (parlementaire UDC), marchait le week-end dernier à Chemnitz (CO109) avec Yves Rahmel, l’ancien gérant du label néonazi ""PC-Records"" et producteur responsable  de la chanson raciste ""Döner-Killer""Nazis ParlementCH",4,2018-09-04 12:29:36+00:00,CarloSommaruga,"((0, 280, 'FRENCH', 'fr'),)","[{'translation_text': 'The extreme right-wing threat in Switzerland also: Roger Köppel (UDC MP), marched last weekend in Chemnitz (CO109) with Yves Rahmel, former manager of the neo-Nazi label ""PC-Records"" and producer responsible for the racist song ""Döner-Killer""Nazis ParlementCH'}]"
1441,Lamentable de voir comment au Conseil fédéral et dans les commission parlementaires la majorité  et  se fout des principes humanitaires et de neutralité. Le  s’engage résolument pour une Suise + cohérente.,12,2018-09-04 12:14:47+00:00,CarloSommaruga,"((0, 213, 'FRENCH', 'fr'),)",[{'translation_text': 'Regretful of how the majority in the Federal Council and in parliamentary committees cares about humanitarian principles and neutrality. He is committed to a consistent Suede +.'}]
1446,Exportations d'armes: vente dans des pays en conflit interne autorisée. Un mépris pour les victimes et pour la Suisse de La Croix-Rouge. Une décision prise sans procédure de consultation et sans votation populaire. Un déni démocratique et humanitaire !,14,2018-08-31 06:38:36+00:00,CarloSommaruga,"((0, 258, 'FRENCH', 'fr'),)",[{'translation_text': 'Arms exports: sale to countries in internal conflict allowed. Disrespect for the victims and Switzerland of the Red Cross. A decision taken without consultation procedure and without popular vote. A democratic and humanitarian denial!'}]
1448,J’ai finalement découvert la Nautique (SNC) ! Il aura fallu l’invitation de la Commission de politique extérieure du Conseil national par le  en ce lieu. Question brassage social change passablement des BainsDesPâquis !,9,2018-08-28 08:33:18+00:00,CarloSommaruga,"((0, 226, 'FRENCH', 'fr'),)",[{'translation_text': 'I finally discovered Nautical (SNC)! It took the invitation of the Commission of foreign policy of the National Council by the place. Question of social brewing changes quite a bit from the BainsDesPâquis!'}]
1449,Mesures d'accompagnement et travail détaché : quelles différences entre les systèmes suisse et européen ?  Une contribution intéressante dans le débat actuel sur l'accord institutionnel CH-UE,4,2018-08-27 15:19:33+00:00,CarloSommaruga,"((0, 198, 'FRENCH', 'fr'),)",[{'translation_text': 'Accompanying measures and seconded work: what are the differences between the Swiss and European systems? An interesting contribution in the current debate on the CH-EU institutional agreement'}]
1450,Le taux de surfaces commerciales vacantes grimpe en flèche à Genève. L’occasion de réaffecter en logement d’anciens appartements transformés par le passé en bureaux!,4,2018-08-27 12:46:40+00:00,CarloSommaruga,"((0, 175, 'FRENCH', 'fr'),)",[{'translation_text': 'The rate of vacant commercial areas is rising sharply in Geneva. It is an opportunity to reallocate former apartments transformed into offices in the past!'}]
1451,De retour du Kazakhstan après mission sur situation droits de l’homme et état de droit. Juste à temps pour informer ce jour mes collègues de la Commission de politique étrangère lors des travaux sur l’intérêt économique Suisse pour Route de la soie chinoise,6,2018-08-27 06:25:52+00:00,CarloSommaruga,"((0, 270, 'FRENCH', 'fr'),)",[{'translation_text': 'Returning from Kazakhstan after mission on human rights and the rule of law. Just in time to inform my colleagues of the Foreign Policy Commission today during the work on the Swiss economic interest for Chinese Silk Road'}]
